part,book,book_title,chapter,chapter_title,word_count,afinn_raw,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,nrc_positive,nrc_negative,afinn_per_100_words,anger_per_100,anticipation_per_100,disgust_per_100,fear_per_100,joy_per_100,sadness_per_100,surprise_per_100,trust_per_100,chapter_order
III,VIII,Mitya,I,,4761,-44.0,94,124,55,124,87,93,67,161,213,209,-0.924175593362739,1.9743751312749425,2.6044948540222643,1.1552194917034238,2.6044948540222643,1.8273471959672336,1.9533711405166985,1.4072673808023524,3.3816425120772946,55
III,VIII,Mitya,II,,2965,-72.0,44,70,38,50,40,58,37,87,114,112,-2.4283305227655987,1.4839797639123105,2.360876897133221,1.281618887015177,1.6863406408094437,1.349072512647555,1.9561551433389543,1.2478920741989885,2.934232715008432,56
III,VIII,Mitya,III,,4722,86.0,84,134,58,100,106,103,85,171,244,170,1.8212621770436253,1.7789072426937738,2.8377806014400675,1.228293096145701,2.117746717492588,2.244811520542143,2.1812791190173657,1.8000847098686996,3.621346886912325,57
III,VIII,Mitya,IV,,2386,-97.0,34,46,32,51,31,47,35,44,72,86,-4.065381391450126,1.4249790444258172,1.9279128248114,1.341156747694887,2.137468566638726,1.2992455993294216,1.9698239731768648,1.4668901927912823,1.8440905280804687,58
III,VIII,Mitya,V,,6258,-8.0,104,157,79,117,106,91,89,152,246,221,-0.1278363694471077,1.6618728028124004,2.508788750399489,1.2623841482901883,1.8696069031639504,1.6938318951741769,1.45413870246085,1.4221796100990731,2.428891019495046,59
III,VIII,Mitya,VI,,3097,-23.0,68,67,43,79,72,54,33,87,145,127,-0.7426541814659348,2.195673232160155,2.1633839199225053,1.3884404262189216,2.550855666774298,2.324830481110752,1.7436228608330642,1.065547303842428,2.8091701646754923,60
III,VIII,Mitya,VII,,6324,88.0,84,151,57,77,144,92,120,177,309,202,1.3915243516761544,1.3282732447817838,2.387729285262492,0.9013282732447818,1.2175838077166352,2.2770398481973437,1.454775458570525,1.8975332068311197,2.7988614800759013,61
III,VIII,Mitya,VIII,,5534,126.0,105,135,86,116,161,113,103,155,277,224,2.2768341163715218,1.8973617636429343,2.439465124683773,1.554029634983737,2.096132996024576,2.9092880375858328,2.041922659920491,1.8612215395735447,2.800867365377665,62
IV,I,"n this way either in an access of childish and naïve optimism, or",I,,2211,-145.0,56,59,46,78,22,67,19,58,88,129,-6.558118498417007,2.532790592492085,2.668475802804161,2.0805065581184983,3.5278154681139755,0.9950248756218906,3.0303030303030303,0.8593396653098146,2.6232473993668024,63
IV,I,"n this way either in an access of childish and naïve optimism, or",II,,3095,-18.0,66,64,48,100,61,83,43,102,134,136,-0.5815831987075929,2.132471728594507,2.0678513731825525,1.5508885298869144,3.231017770597738,1.9709208400646203,2.681744749596122,1.3893376413570273,3.295638126009693,64
IV,I,"n this way either in an access of childish and naïve optimism, or",III,,4152,18.0,68,92,57,107,103,148,72,147,175,196,0.4335260115606936,1.6377649325626205,2.215799614643545,1.3728323699421965,2.577071290944123,2.480732177263969,3.5645472061657038,1.7341040462427744,3.540462427745665,65
IV,I,"n this way either in an access of childish and naïve optimism, or",IX,,4568,-143.0,145,126,94,153,93,109,70,151,215,235,-3.130472854640981,3.1742556917688263,2.7583187390542907,2.0577933450087564,3.34938704028021,2.0359019264448337,2.3861646234676006,1.532399299474606,3.3056042031523645,66
IV,I,"n this way either in an access of childish and naïve optimism, or",VII,,2063,-155.0,99,76,58,92,54,72,49,83,101,140,-7.513330101793504,4.798836645661657,3.683955404750364,2.8114396509936985,4.459524963645177,2.617547261269995,3.49006301502666,2.375181774115366,4.023267086766844,67
IV,I,"n this way either in an access of childish and naïve optimism, or",VIII,,4104,-375.0,163,72,116,160,46,132,67,127,193,242,-9.137426900584796,3.971734892787524,1.7543859649122806,2.8265107212475638,3.898635477582846,1.120857699805068,3.216374269005848,1.6325536062378168,3.094541910331384,68
IV,I,"n this way either in an access of childish and naïve optimism, or",X,,1714,-82.0,56,41,33,67,27,62,27,62,95,103,-4.784130688448075,3.267211201866978,2.3920653442240374,1.9253208868144691,3.9089848308051343,1.575262543757293,3.6172695449241536,1.575262543757293,3.6172695449241536,69
IV,I,"n this way either in an access of childish and naïve optimism, or",XI,,2826,-121.0,135,94,75,99,70,87,73,116,134,140,-4.281670205237084,4.777070063694268,3.326256192498231,2.6539278131634823,3.5031847133757963,2.4769992922859165,3.0785562632696397,2.583156404812456,4.104741684359519,70
IV,I,"n this way either in an access of childish and naïve optimism, or",XII,,3420,-185.0,116,85,90,119,50,117,49,111,150,184,-5.409356725146199,3.391812865497076,2.4853801169590644,2.631578947368421,3.47953216374269,1.461988304093567,3.421052631578948,1.432748538011696,3.245614035087719,71
IV,I,"n this way either in an access of childish and naïve optimism, or",XIII,,3419,-40.0,121,94,81,146,101,111,69,175,204,209,-1.16993272886809,3.5390465048259725,2.749341912840012,2.3691137759578824,4.2702544603685295,2.954080140391928,3.2465633226089503,2.0181339572974557,5.118455688797894,72
IV,I,"n this way either in an access of childish and naïve optimism, or",XIV,,2552,-18.0,74,93,34,80,57,55,46,120,145,106,-0.7053291536050157,2.8996865203761755,3.644200626959248,1.3322884012539185,3.1347962382445136,2.2335423197492164,2.155172413793104,1.802507836990596,4.702194357366771,73
IV,X,The Boys,I,,2250,25.0,38,56,41,51,53,60,36,84,108,116,1.1111111111111112,1.6888888888888889,2.488888888888889,1.8222222222222224,2.2666666666666666,2.355555555555556,2.666666666666667,1.6,3.733333333333334,74
IV,X,The Boys,II,,2257,-23.0,32,54,18,51,42,53,32,60,88,100,-1.01905183872397,1.4178112538768275,2.392556490917147,0.7975188303057155,2.259636685866194,1.860877270713336,2.348249889233496,1.4178112538768275,2.658396101019052,75
IV,X,The Boys,III,,2867,80.0,35,69,35,36,51,35,50,75,111,89,2.790373212417161,1.220788280432508,2.406696895709801,1.220788280432508,1.2556679455877224,1.77886292291594,1.220788280432508,1.7439832577607255,2.615974886641089,76
IV,X,The Boys,IV,,3255,-13.0,57,80,52,66,64,68,41,82,124,130,-0.3993855606758832,1.7511520737327189,2.457757296466974,1.597542242703533,2.0276497695852536,1.966205837173579,2.089093701996928,1.259600614439324,2.5192012288786483,77
IV,X,The Boys,V,,6657,58.0,82,161,67,105,135,95,86,214,329,216,0.8712633318311551,1.2317860898302535,2.4185068349106205,1.0064593660808172,1.5772870662460567,2.0279405137449302,1.427069250413099,1.291873216163437,3.2146612588252967,78
IV,X,The Boys,VI,,2630,69.0,47,76,48,52,61,48,34,88,129,103,2.623574144486692,1.7870722433460076,2.8897338403041823,1.8250950570342208,1.977186311787072,2.319391634980988,1.8250950570342208,1.2927756653992395,3.3460076045627374,79
IV,X,The Boys,VII,,1387,-82.0,23,26,27,33,23,37,26,81,89,72,-5.912040374909877,1.658255227108868,1.8745493871665464,1.9466474405191057,2.3792357606344625,1.658255227108868,2.6676279740447004,1.8745493871665464,5.839942321557317,80
IV,XI,Ivan,I,,3940,-120.0,99,92,78,80,59,101,45,94,126,181,-3.045685279187817,2.512690355329949,2.33502538071066,1.9796954314720807,2.030456852791878,1.49746192893401,2.563451776649746,1.1421319796954317,2.3857868020304567,81
IV,XI,Ivan,II,,4365,38.0,70,105,70,81,82,89,72,132,217,176,0.870561282932417,1.6036655211912942,2.405498281786942,1.6036655211912942,1.855670103092784,1.8785796105383732,2.0389461626575027,1.6494845360824744,3.0240549828178693,82
IV,XI,Ivan,III,,2537,42.0,62,53,53,72,66,69,35,73,119,110,1.6554986204178164,2.4438312968072524,2.0890815924320063,2.0890815924320063,2.8379976350019707,2.60149783208514,2.719747733543556,1.3795821836815136,2.8774142688214424,83
IV,XI,Ivan,IV,,5788,32.0,113,147,101,173,145,142,82,225,326,254,0.55286800276434,1.952315134761576,2.539737387698687,1.7449896337249482,2.988942639944713,2.505183137525916,2.4533517622667587,1.4167242570836214,3.8873531444367657,84
IV,XI,Ivan,IX,,7942,74.0,138,215,108,185,193,151,101,295,470,321,0.9317552253840342,1.7375975824729286,2.707126668345505,1.3598589775875094,2.329388063460086,2.4301183580961974,1.9012843112566105,1.2717199697809116,3.714429614706623,85
IV,XI,Ivan,V,,2234,-108.0,49,42,40,74,25,68,41,57,69,99,-4.834377797672337,2.193375111906893,1.8800358102059087,1.7905102954341987,3.312444046553268,1.1190689346463742,3.043867502238138,1.8352730528200536,2.551477170993733,86
IV,XI,Ivan,VI,,4000,-85.0,99,84,73,105,43,77,51,104,157,189,-2.125,2.475,2.1,1.825,2.625,1.075,1.925,1.275,2.6,87
IV,XI,Ivan,VII,,3848,-122.0,103,93,87,116,51,96,59,124,147,179,-3.170478170478171,2.676715176715177,2.416839916839917,2.260914760914761,3.0145530145530146,1.3253638253638254,2.494802494802495,1.5332640332640333,3.2224532224532227,88
IV,XI,Ivan,VIII,,6406,-224.0,137,137,93,157,77,123,99,160,202,252,-3.4967218232906645,2.138620043709023,2.138620043709023,1.451763971276928,2.450827349359975,1.201998126756166,1.9200749297533564,1.5454261629722137,2.497658445207618,89
IV,XI,Ivan,X,,2249,-41.0,61,47,54,65,34,64,25,80,90,112,-1.823032458870609,2.712316585148955,2.0898176967541127,2.401067140951534,2.8901734104046244,1.511783014673188,2.845709204090707,1.1116051578479325,3.5571365051133834,90
IV,XII,A Judicial Error,I,,2815,5.0,79,95,52,88,51,71,43,107,165,119,0.1776198934280639,2.80639431616341,3.374777975133215,1.8472468916518647,3.126110124333925,1.811722912966252,2.522202486678508,1.52753108348135,3.801065719360568,91
IV,XII,A Judicial Error,II,,3795,-47.0,90,87,55,90,67,72,56,137,224,151,-1.238471673254282,2.371541501976284,2.292490118577075,1.4492753623188406,2.371541501976284,1.7654808959156787,1.897233201581028,1.4756258234519104,3.6100131752305664,92
IV,XII,A Judicial Error,III,,2296,24.0,61,61,44,52,50,45,40,93,155,108,1.0452961672473868,2.656794425087108,2.656794425087108,1.9163763066202089,2.264808362369338,2.177700348432056,1.95993031358885,1.7421602787456445,4.050522648083624,93
IV,XII,A Judicial Error,IV,,3984,-131.0,124,112,75,102,70,106,62,165,181,191,-3.288152610441767,3.1124497991967868,2.8112449799196786,1.882530120481928,2.560240963855421,1.7570281124497993,2.6606425702811247,1.5562248995983934,4.141566265060241,94
IV,XII,A Judicial Error,V,,4127,-167.0,143,127,75,158,76,102,83,184,220,197,-4.0465228979888535,3.46498667312818,3.077295856554398,1.8173007026896049,3.828446813666101,1.8415313787254664,2.471528955657863,2.011146110976496,4.458444390598498,95
IV,XII,A Judicial Error,VI,,1076,-41.0,34,39,15,46,27,34,26,44,77,64,-3.810408921933085,3.1598513011152414,3.62453531598513,1.3940520446096654,4.275092936802974,2.509293680297398,3.1598513011152414,2.41635687732342,4.089219330855019,96
